,censusTract,sum_amountPaidOnBuildingClaim,mean_amountPaidOnBuildingClaim,sum_amountPaidOnContentsClaim,mean_amountPaidOnContentsClaim,sum_amountbuildingDamageAmount,mean_amountbuildingDamageAmount,sum_amountbuildingPropertyValue,mean_amountbuildingPropertyValue,sum_amountbuildingReplacementCost,mean_amountbuildingReplacementCost,observations,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
0,34001010101,27029.52,9009.84,0.0,0.0,31793.0,7948.25,1004505.0,251126.25,1185118.0,296279.5,5,34,001,010101,34001010101,101.01,Census Tract 101.01,G5020,S,10850936,12435412,+39.4225085,-074.3669024,"POLYGON ((-74.409448 39.402823999999995, -74.409269 39.403334, -74.40903999999999 39.403815, -74.408806 39.404230999999996, -74.408587 39.404590999999996, -74.408151 39.405197, -74.407825 39.405557, -74.406897 39.406267, -74.406538 39.406566, -74.405969 39.407011, -74.405509 39.407391, -74.405255 39.407724, -74.40461499999999 39.408619, -74.40435099999999 39.409051, -74.40402999999999 39.409591999999996, -74.403945 39.409909999999996, -74.403899 39.410123999999996, -74.40387299999999 39.410437, -74.403852 39.410782999999995, -74.403875 39.411091, -74.40388 39.411542, -74.403919 39.411773, -74.403973 39.411895, -74.404027 39.412082999999996, -74.404028 39.412363, -74.403981 39.412621, -74.403911 39.412939, -74.403806 39.413263, -74.40370899999999 39.413525, -74.403358 39.414094, -74.403256 39.41428, -74.403181 39.414477, -74.403071 39.41469, -74.402952 39.414986, -74.40285999999999 39.415392, -74.402768 39.415765, -74.402622 39.416323999999996, -74.402563 39.416515, -74.402479 39.41679, -74.402187 39.417243, -74.401742 39.417954, -74.40131099999999 39.418614, -74.400736 39.419444, -74.400391 39.420122, -74.400054 39.42068, -74.399878 39.421002, -74.399723 39.421336, -74.399597 39.421648, -74.399534 39.422000000000004, -74.3994 39.422339, -74.39926899999999 39.422931999999996, -74.399063 39.423716, -74.39891 39.424281, -74.39844699999999 39.425996999999995, -74.398073 39.427406, -74.3976 39.429243, -74.39706699999999 39.431151, -74.396816 39.432099, -74.396616 39.432938, -74.39655499999999 39.433169, -74.396421 39.433498, -74.39620599999999 39.434083, -74.396005 39.434553, -74.395849 39.434947, -74.395635 39.435378, -74.395342 39.435924, -74.39506999999999 39.436409999999995, -74.394778 39.436862999999995, -74.39455199999999 39.437234, -74.394496 39.437303, -74.394195 39.437671, -74.39381 39.438156, -74.39352099999999 39.438477, -74.393203 39.43877, -74.392887 39.438997, -74.39238399999999 39.439304, -74.391921 39.439457999999995, -74.391401 39.439578999999995, -74.39076899999999 39.439643, -74.390314 39.439659999999996, -74.389761 39.439659999999996, -74.389111 39.439575999999995, -74.38846 39.439498, -74.387457 39.439291, -74.386448 39.43904, -74.385763 39.438859, -74.38515 39.43869, -74.384565 39.438514999999995, -74.383768 39.438283999999996, -74.38315399999999 39.438094, -74.38252 39.437916, -74.381252 39.437491, -74.380512 39.437270999999996, -74.379679 39.437056999999996, -74.37907299999999 39.436893, -74.37846499999999 39.436749999999996, -74.377886 39.436662, -74.37738999999999 39.436561999999995, -74.377043 39.436572, -74.376667 39.436564, -74.376256 39.436578, -74.37583 39.436602, -74.37532 39.436625, -74.37487899999999 39.436626, -74.374509 39.436631999999996, -74.373848 39.436617, -74.373131 39.436634999999995, -74.37190199999999 39.436599, -74.37100099999999 39.436524999999996, -74.370013 39.436350999999995, -74.368933 39.436155, -74.368208 39.435986, -74.367071 39.435746, -74.366354 39.435632, -74.36582299999999 39.435552, -74.365707 39.435535, -74.36491199999999 39.435514999999995, -74.363925 39.435483999999995, -74.36308 39.435541, -74.36232799999999 39.435609, -74.36164699999999 39.435776, -74.360895 39.436042, -74.36037 39.436257999999995, -74.360047 39.436417, -74.35978899999999 39.436544999999995, -74.3593 39.436838, -74.35883299999999 39.437126, -74.358038 39.437574, -74.356551 39.438590999999995, -74.355318 39.439414, -74.354694 39.439729, -74.353949 39.440078, -74.35229 39.440704, -74.351325 39.441002999999995, -74.350034 39.441348, -74.348962 39.441587, -74.347359 39.44191, -74.345911 39.442188, -74.344605 39.442482999999996, -74.34337699999999 39.442716999999995, -74.34228399999999 39.442945, -74.341151 39.443146999999996, -74.340637 39.443342, -74.340014 39.443616, -74.33954299999999 39.44387, -74.339281 39.444049, -74.33827 39.444865, -74.337684 39.445338, -74.33734199999999 39.445639, -74.337289 39.445682999999995, -74.336981 39.445951, -74.33545 39.447286, -74.33436499999999 39.448229, -74.333141 39.449453999999996, -74.33237 39.450078999999995, -74.331861 39.450396, -74.331243 39.450724, -74.330523 39.450945, -74.329596 39.451116999999996, -74.329487 39.451116, -74.329118 39.451116, -74.328431 39.451011, -74.32786399999999 39.450848, -74.32664799999999 39.450255999999996, -74.32529699999999 39.449422, -74.32500399999999 39.449248, -74.324445 39.448910999999995, -74.325216 39.447234, -74.327196 39.442944, -74.326276 39.442926, -74.322676 39.442869, -74.320239 39.442865999999995, -74.320632 39.442201, -74.327277 39.430966999999995, -74.357359 39.401905, -74.36209099999999 39.406154, -74.362994 39.407101999999995, -74.36347599999999 39.407382, -74.362887 39.407917999999995, -74.36457399999999 39.409524, -74.364746 39.409518999999996, -74.364896 39.409555, -74.364992 39.409639, -74.365304 39.409470999999996, -74.365371 39.409442, -74.365959 39.409369, -74.366193 39.409355999999995, -74.366648 39.409380999999996, -74.366894 39.409400999999995, -74.36721299999999 39.409358999999995, -74.367369 39.409344999999995, -74.367682 39.409282, -74.36783799999999 39.409206, -74.368079 39.409057, -74.368845 39.408671, -74.369042 39.408569, -74.369423 39.40839, -74.369641 39.408299, -74.369759 39.408252, -74.370026 39.408108999999996, -74.37044399999999 39.408001, -74.37048899999999 39.407996, -74.370728 39.40797, -74.37116 39.408001, -74.37160999999999 39.408007999999995, -74.37181799999999 39.408238999999995, -74.375 39.407996, -74.37637099999999 39.407706999999995, -74.37669 39.407489999999996, -74.376993 39.407455999999996, -74.37727 39.4073, -74.37763799999999 39.407042, -74.377393 39.406579, -74.37740000000001 39.406107999999996, -74.377729 39.405353, -74.37853799999999 39.404413999999996, -74.37876399999999 39.404153, -74.378975 39.403981, -74.379712 39.403628, -74.37981599999999 39.403579, -74.38058699999999 39.40321, -74.381267 39.402885, -74.38332199999999 39.401424, -74.384579 39.400369999999995, -74.386776 39.398435, -74.389117 39.397037, -74.39155699999999 39.39633, -74.395141 39.395761, -74.398089 39.395747, -74.399487 39.39572, -74.400536 39.395874, -74.40133 39.396218999999995, -74.40190299999999 39.396581, -74.403302 39.3979, -74.404305 39.398877999999996, -74.40472 39.399271999999996, -74.40507099999999 39.399572, -74.406019 39.399974, -74.407567 39.400836, -74.40796499999999 39.401244, -74.40884199999999 39.401854, -74.409581 39.402507, -74.409448 39.402823999999995))"
1,34001010102,0.0,,0.0,,0.0,,0.0,,0.0,,1,34,001,010102,34001010102,101.02,Census Tract 101.02,G5020,S,2000187,1808973,+39.3994994,-074.3708987,"POLYGON ((-74.389117 39.397037, -74.386776 39.398435, -74.384579 39.400369999999995, -74.38332199999999 39.401424, -74.381267 39.402885, -74.38058699999999 39.40321, -74.37981599999999 39.403579, -74.379712 39.403628, -74.378975 39.403981, -74.37876399999999 39.404153, -74.37853799999999 39.404413999999996, -74.377729 39.405353, -74.37740000000001 39.406107999999996, -74.377393 39.406579, -74.37763799999999 39.407042, -74.37727 39.4073, -74.376993 39.407455999999996, -74.37669 39.407489999999996, -74.37637099999999 39.407706999999995, -74.375 39.407996, -74.37181799999999 39.408238999999995, -74.37160999999999 39.408007999999995, -74.37116 39.408001, -74.370728 39.40797, -74.37048899999999 39.407996, -74.37044399999999 39.408001, -74.370026 39.408108999999996, -74.369759 39.408252, -74.369641 39.408299, -74.369423 39.40839, -74.369042 39.408569, -74.368845 39.408671, -74.368079 39.409057, -74.36783799999999 39.409206, -74.367682 39.409282, -74.367369 39.409344999999995, -74.36721299999999 39.409358999999995, -74.366894 39.409400999999995, -74.366648 39.409380999999996, -74.366193 39.409355999999995, -74.365959 39.409369, -74.365371 39.409442, -74.365304 39.409470999999996, -74.364992 39.409639, -74.364896 39.409555, -74.364746 39.409518999999996, -74.36457399999999 39.409524, -74.362887 39.407917999999995, -74.36347599999999 39.407382, -74.362994 39.407101999999995, -74.36209099999999 39.406154, -74.357359 39.401905, -74.368079 39.39188, -74.376339 39.385843, -74.378569 39.387678, -74.381886 39.390423999999996, -74.383518 39.391939, -74.384132 39.392458, -74.38508399999999 39.393314, -74.385862 39.393992, -74.386449 39.394506, -74.386856 39.394875, -74.3872 39.395192, -74.388048 39.39592, -74.388333 39.396333, -74.389117 39.397037))"
2,34001010105,0.0,,0.0,,759.0,759.0,98114.0,98114.0,122042.0,122042.0,2,34,001,010105,34001010105,101.05,Census Tract 101.05,G5020,S,2586555,2809690,+39.3838195,-074.4054167,"POLYGON ((-74.421048 39.38576, -74.42069 39.385965999999996, -74.41936 39.386742, -74.419001 39.386950999999996, -74.418146 39.38745, -74.41718 39.388011, -74.416974 39.388117, -74.416294 39.388453, -74.414458 39.389286, -74.413179 39.389855, -74.413434 39.390308999999995, -74.415919 39.392998999999996, -74.415976 39.394334, -74.415469 39.395235, -74.413825 39.397166999999996, -74.413732 39.397248999999995, -74.413532 39.397362, -74.41332299999999 39.397507999999995, -74.413106 39.397743, -74.412975 39.397928, -74.412699 39.398266, -74.41233799999999 39.398691, -74.411932 39.399187999999995, -74.411352 39.399831, -74.41054 39.400861, -74.41019299999999 39.401254, -74.409962 39.401624, -74.409879 39.401756, -74.409678 39.402277, -74.409581 39.402507, -74.40884199999999 39.401854, -74.40796499999999 39.401244, -74.407567 39.400836, -74.406019 39.399974, -74.40507099999999 39.399572, -74.40472 39.399271999999996, -74.404305 39.398877999999996, -74.403302 39.3979, -74.40190299999999 39.396581, -74.40133 39.396218999999995, -74.400536 39.395874, -74.399487 39.39572, -74.398089 39.395747, -74.398119 39.394973, -74.398218 39.394506, -74.39796799999999 39.394078, -74.39778 39.39383, -74.39761299999999 39.393491999999995, -74.39753999999999 39.393236, -74.397504 39.393121, -74.397465 39.392925, -74.397429 39.392694999999996, -74.397432 39.392531, -74.39744 39.392139, -74.397427 39.391934, -74.39742199999999 39.391608, -74.397415 39.391132999999996, -74.397408 39.390926, -74.397408 39.390333999999996, -74.397381 39.388889, -74.397373 39.388351, -74.39738899999999 39.387868, -74.397415 39.387617, -74.397498 39.387285, -74.397542 39.387136999999996, -74.39767499999999 39.386748999999995, -74.397793 39.38657, -74.398078 39.386097, -74.398153 39.386008, -74.398313 39.385791999999995, -74.398411 39.385695, -74.398668 39.385434, -74.39911599999999 39.38505, -74.399248 39.384966, -74.39893599999999 39.384673, -74.398054 39.383905, -74.39768099999999 39.383590999999996, -74.397251 39.383185, -74.396957 39.382925, -74.39668 39.382645, -74.394562 39.380803, -74.388624 39.376863, -74.40413 39.365522, -74.405637 39.369381, -74.405886 39.369780999999996, -74.406335 39.370504, -74.407962 39.372067, -74.409199 39.373253999999996, -74.411113 39.375130999999996, -74.411448 39.375478, -74.412527 39.376478, -74.413445 39.377311999999996, -74.414619 39.378319, -74.415191 39.378861, -74.41623899999999 39.379854, -74.41716699999999 39.380716, -74.418257 39.381727999999995, -74.421993 39.385231, -74.421048 39.38576))"
